ship.id,ship.date,ship.mode,ship.cost
OP-694,2015-01-15,First Class,5.2
MZ-695,2015-11-06,First Class,12.5
LP-696,2015-12-12,First Class,2.5
DF-697,2015-07-20,First Class,3.1
LP-698,2015-09-02,First Class,16.5
PQ-699,2015-07-09,First Class,3.6
OP-700,2015-07-04,First Class,5.4
DF-701,2015-08-19,First Class,2.9
AX-702,2015-06-20,First Class,13
JK-703,2015-06-29,First Class,2.5
AX-704,2015-06-25,First Class,12.7
TA-705,2015-09-23,First Class,1.4
MZ-706,2015-01-20,First Class,2.9
OP-707,2015-04-11,First Class,16.3
AX-708,2015-03-21,First Class,3.6
DZ-709,2015-02-19,First Class,1.8
LP-710,2015-09-07,First Class,2.8
MZ-711,2015-02-12,First Class,14.9
JK-712,2015-03-07,First Class,3.8
LP-713,2015-09-30,First Class,11.4
MZ-714,2015-06-02,First Class,2.6
LM-715,2015-09-27,First Class,3.4
MZ-716,2015-02-22,First Class,10.8
TA-717,2015-08-17,First Class,1.8
PQ-718,2015-02-28,First Class,5.4
LP-719,2015-06-18,First Class,1.1
TA-720,2015-04-19,First Class,14.2
TA-721,2015-08-31,First Class,5.3
JK-722,2015-11-14,First Class,12.5
LP-723,2015-03-25,First Class,3.1
MZ-724,2015-04-08,First Class,3.2
DF-725,2015-02-11,First Class,14.5
MZ-726,2015-04-29,First Class,3.6
DZ-727,2015-12-07,First Class,1.1
AX-728,2015-01-23,First Class,1.1
TA-729,2015-05-12,First Class,14.4
LM-730,2015-08-30,First Class,3.2
PQ-731,2015-11-29,First Class,11
JK-732,2015-09-03,First Class,3.5
DZ-733,2015-11-06,First Class,2.4
PQ-734,2015-02-24,First Class,12
LM-735,2015-08-07,First Class,1.4
PQ-736,2015-10-23,First Class,1.1
DF-737,2015-09-21,First Class,2.7
MZ-738,2015-05-18,First Class,14.6
AX-739,2015-12-05,First Class,5.2
PQ-740,2016-01-01,First Class,12.7
JK-741,2015-07-26,First Class,1.9
DZ-742,2015-08-20,First Class,3.3
AX-743,2015-11-28,First Class,15
LP-744,2015-11-19,First Class,1.8
DZ-745,2015-03-21,First Class,5.4
MZ-746,2015-12-19,First Class,2.8
DF-747,2015-10-28,First Class,11.4
DF-748,2015-04-17,First Class,3.8
LM-749,2015-03-27,First Class,10.6
LM-750,2015-07-02,First Class,3.2
MZ-751,2015-02-13,First Class,3.6
AX-752,2015-04-20,First Class,15.8
MZ-753,2015-06-25,First Class,7.2
OP-754,2015-06-14,First Class,1.4
JK-755,2015-05-22,First Class,2.9
TA-756,2015-11-08,First Class,13
AX-757,2015-01-21,First Class,5.7
JK-758,2015-11-06,First Class,9.7
JK-759,2015-12-17,First Class,1.8
OP-760,2015-02-19,First Class,3.2
DZ-761,2015-01-22,First Class,14.5
TA-762,2015-10-03,First Class,3.6
MZ-763,2015-04-22,First Class,2.7
MZ-764,2015-02-20,First Class,3.1
OP-765,2015-05-03,First Class,9.3
JK-766,2015-03-01,First Class,4.3
LP-767,2015-11-18,First Class,10.6
DZ-768,2015-10-11,First Class,3.3
OP-769,2015-11-26,First Class,3.4
JK-770,2015-12-13,First Class,16
LM-771,2015-10-11,First Class,7.2
TA-772,2015-08-29,First Class,1.8
DF-773,2015-03-10,First Class,2.4
MZ-774,2015-12-14,First Class,9.3
LP-775,2015-12-11,First Class,4.9
DZ-776,2015-02-24,First Class,10.6
PQ-777,2015-02-14,First Class,1.8
AX-778,2015-10-05,First Class,3.4
TA-779,2015-10-03,First Class,16
OP-780,2015-02-13,First Class,3.6
LM-781,2015-02-03,First Class,1.1
DF-782,2015-08-04,First Class,2.8
PQ-783,2015-07-20,First Class,13.9
LM-784,2015-10-21,First Class,4.6
MZ-785,2015-04-27,First Class,12.5
DZ-786,2015-04-13,First Class,3
LP-787,2015-02-13,First Class,2.7
TA-788,2015-08-03,First Class,15.5
TA-789,2015-08-09,First Class,1.4
LP-790,2015-03-03,First Class,1.1
JK-791,2015-10-31,First Class,3.2
DF-792,2015-05-01,First Class,14.9
PQ-793,2015-08-22,First Class,5.4
LM-794,2015-10-12,First Class,12.5
JK-795,2015-11-03,First Class,2.3
DZ-796,2015-06-16,First Class,3.1
LM-797,2015-06-19,First Class,14
TA-798,2015-07-07,First Class,7.2
OP-799,2015-08-20,First Class,1.8
LP-800,2015-06-14,First Class,1.1
LM-801,2015-03-09,First Class,12.8
MZ-802,2015-04-12,First Class,3.2
JK-803,2015-10-14,First Class,10.6
DF-804,2015-07-16,First Class,3.3
LP-805,2015-04-04,First Class,2.4
JK-806,2015-04-10,First Class,15.8
DZ-807,2015-07-13,First Class,2.4
TA-808,2015-03-13,First Class,1.1
OP-809,2015-04-07,First Class,1.7
MZ-810,2015-07-16,First Class,14.2
JK-811,2015-09-04,First Class,4.3
MZ-812,2015-12-12,First Class,11.2
LP-813,2015-04-08,First Class,2.3
MZ-814,2015-12-31,First Class,3.6
DF-815,2015-06-02,First Class,12
DZ-816,2015-03-18,First Class,2.4
DZ-817,2015-03-17,First Class,5.4
AX-818,2015-11-13,First Class,2
MZ-819,2015-10-05,First Class,12.3
OP-820,2015-09-10,First Class,5.6
LM-821,2015-04-22,First Class,10.6
TA-822,2015-04-14,First Class,0.8
DZ-823,2015-02-14,First Class,3.7
LP-824,2015-08-25,First Class,16.5
LM-825,2015-02-16,First Class,1.8
JK-826,2015-08-01,First Class,1.1
DZ-827,2015-01-20,First Class,3.3
DF-828,2015-10-19,First Class,14.9
DZ-829,2015-02-20,First Class,4.3
DF-830,2016-01-06,First Class,8.9
DF-831,2015-02-21,First Class,2.8
TA-832,2015-08-16,First Class,3.6
DF-833,2015-03-06,First Class,15
AX-834,2015-03-09,First Class,3.6
DF-835,2015-09-19,First Class,1.8
PQ-836,2015-06-22,First Class,1.7
AX-837,2015-02-20,First Class,14.2
DZ-838,2015-10-05,First Class,5.9
DF-839,2015-10-25,First Class,9.9
PQ-840,2015-02-19,First Class,2.3
DF-841,2015-06-24,First Class,3.4
DF-842,2015-10-04,First Class,10.8
JK-843,2015-11-28,First Class,2.4
AX-844,2015-02-08,First Class,2.7
OP-845,2015-06-04,First Class,3.2
DZ-846,2015-11-07,First Class,13.3
MZ-847,2015-10-12,First Class,3.8
LP-848,2015-05-16,First Class,8.9
OP-849,2015-06-16,First Class,3.3
PQ-850,2015-10-18,First Class,2
AX-851,2015-03-19,First Class,16.3
DF-852,2015-09-06,First Class,1.4
LM-853,2015-07-12,First Class,1.8
LP-854,2015-10-13,First Class,2.7
LP-855,2015-03-22,First Class,12.3
AX-856,2015-09-21,First Class,5.3
MZ-857,2015-08-10,First Class,12.3
JK-858,2015-03-14,First Class,2.8
JK-859,2015-01-22,First Class,3.7
DZ-860,2015-05-15,First Class,14
DF-861,2015-07-12,First Class,2.4
TA-862,2015-06-01,First Class,1.4
OP-863,2015-04-05,First Class,1.1
DF-864,2015-12-02,First Class,14.6
JK-865,2015-05-20,First Class,3.8
AX-866,2015-04-04,First Class,11.2
LM-867,2015-08-28,First Class,3.6
MZ-868,2015-02-01,First Class,1.4
MZ-869,2015-02-16,First Class,15
LP-870,2015-01-27,First Class,1.8
TA-871,2015-12-24,First Class,1.4
DF-872,2015-03-03,First Class,2
TA-873,2015-01-22,First Class,14.2
JK-874,2015-04-04,First Class,5.9
LM-875,2015-04-01,First Class,12.3
LP-876,2015-10-30,First Class,3.5
MZ-877,2015-06-10,First Class,2.9
TA-878,2015-03-25,First Class,14.5
PQ-879,2015-07-14,First Class,1.8
JK-880,2015-08-02,First Class,1.1
TA-881,2015-04-18,First Class,1.1
JK-882,2015-12-06,First Class,9.3
OP-883,2015-02-12,First Class,5.2
LP-884,2015-11-11,First Class,7.8
DF-885,2015-11-17,First Class,3.2
DZ-886,2015-09-24,First Class,0.9
TA-887,2015-11-09,First Class,16
TA-888,2015-11-30,First Class,1.4
PQ-889,2015-02-04,First Class,5.4
AX-890,2015-04-15,First Class,2.9
LP-891,2015-12-31,First Class,12.8
AX-892,2015-03-16,First Class,4.9
LM-893,2015-09-03,First Class,12
LP-894,2015-03-25,First Class,3
DZ-895,2015-05-14,First Class,2.6
LM-896,2015-05-14,First Class,15
TA-897,2015-03-01,First Class,2.4
JK-898,2015-02-25,First Class,1.1
TA-899,2015-04-04,First Class,2.8
DZ-900,2015-10-31,First Class,14.4
DZ-901,2015-04-25,First Class,4.6
DZ-902,2015-07-07,First Class,12.3
JK-903,2015-10-21,First Class,3.5
JK-904,2015-09-10,First Class,2.4
OP-905,2015-12-15,First Class,10.8
LM-906,2015-10-03,First Class,1.8
MZ-907,2015-01-27,First Class,2.7
OP-908,2015-05-06,First Class,2.7
DZ-909,2015-11-13,First Class,12.8
LP-910,2015-06-18,First Class,5.4
PQ-911,2015-05-21,First Class,9.9
OP-912,2015-01-16,First Class,3.6
DF-913,2016-01-03,First Class,3.4
OP-914,2015-04-08,First Class,14
LM-915,2015-10-23,First Class,2.4
PQ-916,2015-05-17,First Class,1.8
LP-917,2015-09-19,First Class,3.2
DZ-918,2015-11-11,First Class,14.2
TA-919,2015-06-24,First Class,4.9
DF-920,2015-04-25,First Class,12.9
MZ-921,2015-05-03,First Class,3.5
PQ-922,2015-10-10,First Class,2
DZ-923,2015-08-28,First Class,14.5
LM-924,2015-01-05,First Class,7.2
MZ-925,2015-11-29,First Class,5.4
LM-926,2015-07-20,First Class,1.6
OP-927,2015-03-23,First Class,12.8
DZ-928,2015-03-20,First Class,5.4
LM-929,2015-09-21,First Class,9.9
LP-930,2015-03-19,First Class,3.2
MZ-931,2015-01-27,First Class,1.4
JK-932,2015-01-16,First Class,16.8
DZ-933,2015-11-23,First Class,2.4
LP-934,2015-11-20,First Class,5.4
DF-935,2015-06-25,First Class,1.7
PQ-936,2015-11-15,First Class,9.3
PQ-937,2015-07-16,First Class,5.4
JK-938,2015-07-28,First Class,8.9
OP-939,2015-02-05,First Class,1.9
TA-940,2015-09-01,First Class,3.1
PQ-941,2015-07-02,First Class,15.5
PQ-942,2015-03-04,First Class,2.4
LM-943,2015-05-20,First Class,1.4
DZ-944,2015-05-15,First Class,2.3
LM-945,2015-05-11,First Class,13.9
DF-946,2015-09-04,First Class,5.6
DF-947,2015-09-20,First Class,7.8
JK-948,2015-04-25,First Class,1.9
JK-949,2015-01-18,First Class,2.6
AX-950,2015-07-19,First Class,15.8
LP-951,2015-01-18,First Class,7.2
OP-952,2015-12-15,First Class,2.7
AX-953,2015-07-22,First Class,2.3
MZ-954,2015-11-06,First Class,11.6
LP-955,2015-06-11,First Class,4.6
AX-956,2015-08-09,First Class,12.9
JK-957,2015-10-24,First Class,2.6
OP-958,2015-02-25,First Class,3.4
DF-959,2015-03-24,First Class,15.8
AX-960,2015-03-23,First Class,7.2
JK-961,2015-12-16,First Class,1.8
LP-962,2015-08-24,First Class,1.6
OP-963,2015-07-04,First Class,13.3
DF-964,2015-04-28,First Class,5.4
MZ-965,2015-06-29,First Class,11.4
AX-966,2015-08-06,First Class,1.4
JK-967,2015-11-14,First Class,3.1
DZ-968,2015-06-26,First Class,15.8
JK-969,2015-12-25,First Class,3.6
LM-970,2015-09-21,First Class,1.8
OP-971,2015-01-17,First Class,2
LM-972,2016-01-03,First Class,14.9
LP-973,2015-04-23,First Class,3.8
AX-974,2015-01-27,First Class,10.6
OP-975,2015-06-25,First Class,1.8
OP-976,2015-07-16,First Class,1.9
DF-977,2015-05-15,First Class,15
DZ-978,2015-11-18,First Class,1.4
LM-979,2015-04-22,First Class,1.4
PQ-980,2015-08-24,First Class,1.7
DZ-981,2015-02-22,First Class,14.2
DZ-982,2015-10-19,First Class,5.2
LM-983,2015-05-07,First Class,11
TA-984,2016-01-05,First Class,1.4
LM-985,2015-01-08,First Class,3.6
TA-986,2015-02-07,First Class,16.5
MZ-987,2015-09-29,First Class,2.4
LP-988,2015-12-03,First Class,1.1
DF-989,2015-09-20,First Class,3.1
JK-990,2015-08-27,First Class,12.3
DZ-991,2015-07-23,First Class,3.2
JK-992,2015-01-26,First Class,11.8
MZ-993,2015-06-03,First Class,2.8
DZ-994,2015-04-11,First Class,1.4
LP-995,2015-07-28,First Class,15.8
JK-996,2016-01-02,First Class,3.6
AX-997,2015-12-07,First Class,1.4
JK-998,2015-08-29,First Class,2.9
OP-999,2015-11-16,First Class,12.3
OP-1000,2015-08-15,First Class,5.4
LP-1001,2015-09-15,First Class,9.7
AX-1002,2015-08-24,First Class,2.3
PQ-1003,2015-11-14,First Class,2.4
DZ-1004,2015-12-15,First Class,14.8
DZ-1005,2015-12-02,First Class,1.8
LM-1006,2015-02-18,First Class,1.8
MZ-1007,2015-08-30,First Class,2.5
TA-1008,2015-08-29,First Class,12.8
LM-1009,2015-10-06,First Class,5.7
LP-1010,2015-11-20,First Class,8.9
LP-1011,2015-12-31,First Class,3.1
MZ-1012,2015-03-20,First Class,3.6
MZ-1013,2015-06-09,First Class,12
DZ-1014,2015-03-06,First Class,1.8
DZ-1015,2015-09-05,First Class,5.4
JK-1016,2015-06-28,First Class,2.9
OP-1017,2015-09-25,First Class,14.9
AX-1018,2015-04-24,First Class,4.6
DF-1019,2015-12-18,First Class,12.3
OP-1020,2015-10-22,First Class,3.3
JK-1021,2015-03-31,First Class,3.1
DF-1022,2015-02-24,First Class,15.5
LM-1023,2015-08-08,First Class,3.6
OP-1024,2015-09-19,First Class,1.8
PQ-1025,2015-07-08,Same Day,0.6
LM-1026,2015-10-01,First Class,13
LM-1027,2015-09-01,First Class,4.9
AX-1028,2015-06-06,First Class,12.9
OP-1029,2015-04-11,First Class,1.8
LP-1030,2015-06-25,First Class,3.2
AX-1031,2015-08-02,First Class,14.8
DZ-1032,2015-10-31,First Class,1.8
PQ-1033,2015-11-11,First Class,1.1
TA-1034,2015-04-04,First Class,2.8
LM-1035,2015-05-01,First Class,13
AX-1036,2015-07-25,First Class,5.4
JK-1037,2015-08-13,First Class,8.9
DZ-1038,2015-02-02,First Class,1.8
AX-1039,2016-01-01,First Class,3.4
PQ-1040,2015-02-24,First Class,12
JK-1041,2015-07-08,First Class,1.4
OP-1042,2015-05-14,First Class,2.7
PQ-1043,2015-12-14,First Class,2.3
MZ-1044,2015-03-11,First Class,12.3
TA-1045,2015-03-23,First Class,5.2
OP-1046,2015-02-09,First Class,12.9
LM-1047,2015-11-27,First Class,3.2
JK-1048,2015-11-22,First Class,2.9
TA-1049,2015-04-12,First Class,13
MZ-1050,2015-09-06,First Class,1.8
DF-1051,2015-01-28,First Class,5.4
AX-1052,2015-11-28,First Class,3.3
DZ-1053,2015-07-24,First Class,11.6
MZ-1054,2015-12-26,First Class,4.6
MZ-1055,2015-02-14,First Class,12.3
LP-1056,2015-06-03,First Class,2.3
MZ-1057,2015-10-02,First Class,2.6
TA-1058,2015-03-14,First Class,10.8
LP-1059,2015-12-24,First Class,1.4
OP-1060,2015-06-08,First Class,1.1
JK-1061,2015-09-10,First Class,3.1
TA-1062,2015-07-10,First Class,13.3
MZ-1063,2015-06-15,First Class,3.2
PQ-1064,2015-12-03,First Class,12.9
MZ-1065,2015-05-28,First Class,2.5
JK-1066,2015-12-29,First Class,1.4
LP-1067,2015-11-13,First Class,15
LP-1068,2015-11-12,First Class,2.4
MZ-1069,2015-08-29,First Class,1.4
OP-1070,2015-02-22,First Class,2.5
DF-1071,2015-09-16,First Class,14.2
TA-1072,2015-10-18,First Class,3.8
MZ-1073,2015-08-14,First Class,12
TA-1074,2015-12-17,First Class,3.5
LP-1075,2015-04-14,First Class,3.1
TA-1076,2015-01-26,First Class,15.5
OP-1077,2015-09-05,First Class,7.2
DZ-1078,2015-02-14,First Class,5.4
LP-1079,2015-01-21,First Class,2.5
DZ-1080,2015-04-13,First Class,13
DZ-1081,2015-06-18,First Class,4.6
JK-1082,2015-04-15,First Class,9.9
DZ-1083,2015-07-15,First Class,1.9
DZ-1084,2015-09-13,First Class,2.6
LM-1085,2015-02-27,First Class,13.3
LP-1086,2015-11-23,First Class,3.6
JK-1087,2015-08-04,First Class,1.8
TA-1088,2015-12-10,First Class,2.4
JK-1089,2015-04-14,First Class,14.6
AX-1090,2015-09-23,First Class,5.9
DZ-1091,2015-08-24,First Class,12
TA-1092,2015-05-19,First Class,3.2
JK-1093,2015-02-06,First Class,3.7
MZ-1094,2015-06-04,First Class,12
MZ-1095,2015-09-12,First Class,1.8
LP-1096,2015-03-28,First Class,2.7
PQ-1097,2015-04-15,First Class,3.3
JK-1098,2015-08-11,First Class,13.9
OP-1099,2015-11-30,First Class,4.9
DF-1100,2015-01-31,First Class,12
TA-1101,2015-10-04,First Class,0.8
OP-1102,2015-12-06,First Class,2.9
JK-1103,2015-07-27,First Class,16.8
PQ-1104,2015-10-10,First Class,2.4
LP-1105,2015-04-18,First Class,1.4
DZ-1106,2015-03-07,First Class,2
PQ-1107,2015-03-23,First Class,12.3
AX-1108,2015-12-10,First Class,4.9
TA-1109,2015-03-05,First Class,12.5
TA-1110,2015-01-16,First Class,0.8
MZ-1111,2015-01-22,First Class,2.4
OP-1112,2015-07-27,First Class,14.5
TA-1113,2015-08-16,First Class,3.6
DZ-1114,2015-05-08,First Class,1.4
JK-1115,2015-09-04,First Class,2
LP-1116,2015-02-05,First Class,11.4
TA-1117,2015-02-22,First Class,5.2
JK-1118,2015-06-02,First Class,12.5
DZ-1119,2015-01-14,First Class,2.3
MZ-1120,2015-04-16,First Class,3.1
LP-1121,2015-05-29,First Class,13
TA-1122,2015-08-17,First Class,1.4
DF-1123,2015-11-19,First Class,1.4
MZ-1124,2015-12-21,First Class,3.1
JK-1125,2015-06-06,First Class,13
OP-1126,2015-09-17,First Class,4.6
PQ-1127,2015-12-17,First Class,12
OP-1128,2015-09-28,First Class,3.1
LP-1129,2015-03-12,First Class,2
OP-1130,2015-05-21,First Class,13.3
OP-1131,2015-05-07,First Class,2.4
TA-1132,2015-06-11,First Class,2.7
MZ-1133,2015-10-06,First Class,3.2
OP-1134,2015-02-10,First Class,13.3
OP-1135,2015-05-28,First Class,5.2
DF-1136,2015-01-29,First Class,11.4
TA-1137,2015-01-21,First Class,3.1
OP-1138,2015-06-14,First Class,3.3
OP-1139,2015-01-28,First Class,16
DZ-1140,2015-03-13,First Class,7.2
LM-1141,2015-09-22,First Class,2.7
AX-1142,2015-03-28,First Class,2.9
PQ-1143,2015-04-17,First Class,13.3
LP-1144,2015-09-26,First Class,4.9
JK-1145,2015-07-27,First Class,12.5
DZ-1146,2015-05-24,First Class,3.5
PQ-1147,2015-11-03,First Class,2.7
TA-1148,2015-05-18,First Class,16
DZ-1149,2015-10-07,First Class,2.4
TA-1150,2015-06-29,First Class,1.4
MZ-1151,2015-01-10,First Class,1.1
DZ-1152,2015-07-15,First Class,14.2
MZ-1153,2015-05-22,First Class,4.9
DZ-1154,2015-09-05,First Class,12.9
AX-1155,2015-10-20,First Class,3
LM-1156,2015-03-29,First Class,3.6
AX-1157,2015-02-06,First Class,15
JK-1158,2015-03-05,First Class,2.4
PQ-1159,2015-04-10,First Class,1.8
AX-1160,2015-03-07,First Class,3.2
PQ-1161,2015-05-10,First Class,13.9
LP-1162,2015-06-21,First Class,3.9
LP-1163,2015-04-13,First Class,12
PQ-1164,2015-08-09,First Class,2.3
JK-1165,2015-06-02,First Class,1.9
JK-1166,2015-02-02,First Class,14.5
JK-1167,2015-11-29,First Class,7.2
LP-1168,2015-10-06,First Class,1.8
AX-1169,2015-12-08,First Class,3.2
JK-1170,2015-10-06,First Class,13.9
LP-1171,2015-05-17,First Class,3.2
DF-1172,2015-03-30,First Class,8.9
PQ-1173,2015-07-14,First Class,2.8
AX-1174,2015-12-17,First Class,3.3
OP-1175,2015-12-02,First Class,14
PQ-1176,2015-05-15,First Class,3.6
DZ-1177,2015-01-17,First Class,1.8
DF-1178,2015-09-21,First Class,3.2
PQ-1179,2015-04-28,First Class,14.4
OP-1180,2015-04-25,First Class,4.6
LM-1181,2015-10-31,First Class,8.9
PQ-1182,2015-11-28,First Class,2.3
MZ-1183,2015-07-30,First Class,3.2
AX-1184,2015-11-21,First Class,14
DZ-1185,2015-04-18,First Class,3.6
MZ-1186,2015-05-27,First Class,5.4
LP-1187,2015-12-06,First Class,2.8
MZ-1188,2015-07-16,First Class,14.2
AX-1189,2015-11-28,First Class,4.6
OP-1190,2015-10-08,First Class,12.3
AX-1191,2015-08-01,First Class,2.3
AX-1192,2015-11-16,First Class,2.7
JK-1193,2015-03-05,First Class,16
JK-1194,2015-05-21,First Class,3.6
LP-1195,2015-09-30,First Class,5.4
LM-1196,2015-11-03,First Class,2.5
LP-1197,2015-12-30,First Class,12.8
AX-1198,2015-01-14,First Class,3.2
LP-1199,2015-05-20,First Class,8.9
PQ-1200,2015-01-07,First Class,2.5
TA-1201,2015-09-19,First Class,2.4
OP-1202,2015-02-05,First Class,14.8
OP-1203,2015-06-24,First Class,1.8
LM-1204,2015-04-23,First Class,5.4
LP-1205,2015-10-24,First Class,3.3
DF-1206,2016-01-07,First Class,14.4
DZ-1207,2015-12-18,First Class,5.6
PQ-1208,2015-01-25,First Class,10.6
MZ-1209,2015-04-27,First Class,2.3
TA-1210,2015-05-18,First Class,2.6
OP-1211,2015-09-03,First Class,15.8
AX-1212,2015-07-26,First Class,2.4
AX-1213,2015-08-03,First Class,1.4
MZ-1214,2015-11-11,First Class,2.5
OP-1215,2015-04-01,First Class,12.3
JK-1216,2015-10-07,First Class,3.9
OP-1217,2015-09-19,First Class,12
PQ-1218,2015-08-18,First Class,1.8
DF-1219,2015-05-27,First Class,3.4
MZ-1220,2015-11-22,First Class,16.3
TA-1221,2015-01-20,First Class,3.6
LM-1222,2015-08-05,First Class,5.4
TA-1223,2015-07-04,First Class,2.7
TA-1224,2015-10-20,First Class,13.9
JK-1225,2015-11-02,First Class,5.4
LM-1226,2015-06-07,First Class,12.7
AX-1227,2015-08-20,First Class,1.9
LM-1228,2015-07-04,First Class,3.1
JK-1229,2015-01-16,First Class,15.5
LM-1230,2015-01-08,First Class,7.2
LP-1231,2015-07-30,First Class,5.4
DF-1232,2015-03-27,First Class,3.1
OP-1233,2015-03-01,First Class,14.2
DZ-1234,2015-07-08,First Class,5.9
DZ-1235,2015-09-23,First Class,11
LP-1236,2015-04-10,First Class,3
LM-1237,2015-11-30,First Class,3.1
DF-1238,2015-07-24,First Class,13
AX-1239,2015-10-02,First Class,2.4
LM-1240,2015-09-18,First Class,1.4
OP-1241,2015-01-24,First Class,0.6
AX-1242,2015-08-08,First Class,12.8
JK-1243,2015-03-10,First Class,5.9
JK-1244,2015-10-31,First Class,12.7
MZ-1245,2015-12-25,First Class,2.3
TA-1246,2015-04-11,First Class,3.4
DF-1247,2015-09-30,First Class,15.5
JK-1248,2015-09-01,First Class,2.4
LM-1249,2015-05-23,First Class,1.8
LM-1250,2015-03-11,First Class,3.2
JK-1251,2015-11-06,First Class,14.6
AX-1252,2015-05-31,First Class,3.9
TA-1253,2015-09-20,First Class,12
DZ-1254,2016-01-03,First Class,2.3
MZ-1255,2015-06-04,First Class,3.1
JK-1256,2015-01-11,First Class,16.5
DF-1257,2015-01-16,First Class,1.4
DF-1258,2015-11-13,First Class,1.1
TA-1259,2015-06-15,First Class,1.1
TA-1260,2015-04-25,First Class,14.2
LP-1261,2015-08-14,First Class,4.9
DF-1262,2015-09-30,First Class,12
JK-1263,2016-01-04,First Class,0.8
DF-1264,2015-10-06,First Class,2.4
OP-1265,2015-11-14,First Class,14.8
LM-1266,2015-10-24,First Class,3.6
DZ-1267,2015-09-15,First Class,1.4
MZ-1268,2015-03-24,First Class,3.3
JK-1269,2015-02-09,First Class,13.9
LM-1270,2015-10-15,First Class,4.3
OP-1271,2015-05-28,First Class,12.7
LM-1272,2015-07-05,First Class,1.4
TA-1273,2015-08-01,First Class,1.4
DF-1274,2015-09-10,First Class,12
TA-1275,2015-01-17,First Class,1.8
MZ-1276,2015-06-19,First Class,2.7
MZ-1277,2015-11-28,First Class,3.1
LP-1278,2015-06-07,First Class,14.4
LM-1279,2015-10-04,First Class,3.9
LP-1280,2015-05-20,First Class,12.7
AX-1281,2015-03-20,First Class,3.2
DF-1282,2015-09-03,First Class,3.4
JK-1283,2015-09-03,First Class,16
OP-1284,2015-05-18,First Class,3.6
LM-1285,2015-07-05,First Class,1.1
TA-1286,2015-09-01,First Class,2.5
TA-1287,2016-01-09,First Class,11.6
LP-1288,2015-10-18,First Class,3.2
TA-1289,2015-03-13,First Class,12.9
LM-1290,2015-02-17,First Class,1.4
MZ-1291,2015-05-19,First Class,3.3
TA-1292,2015-05-19,First Class,15.5
LP-1293,2015-04-26,First Class,2.4
LM-1294,2015-02-10,First Class,1.8
DZ-1295,2015-04-20,First Class,2.7
LM-1296,2015-12-22,First Class,12.8
OP-1297,2015-08-29,First Class,4.3
TA-1298,2015-08-23,First Class,12.5
TA-1299,2015-04-13,First Class,2.3
DZ-1300,2015-03-09,First Class,2.7
TA-1301,2015-11-10,First Class,15.8
JK-1302,2015-03-08,First Class,3.6
OP-1303,2015-07-16,First Class,2.7
AX-1304,2015-10-28,First Class,2.7
AX-1305,2015-09-16,First Class,14.6
JK-1306,2015-06-26,First Class,5.2
DZ-1307,2015-07-23,First Class,12.7
MZ-1308,2015-02-14,First Class,2.5
MZ-1309,2015-10-30,First Class,3.1
DZ-1310,2015-09-06,First Class,16.5
MZ-1311,2015-07-07,First Class,3.6
DF-1312,2015-03-04,First Class,1.1
